tourney,surface,player,wins,prob_win
Hong Kong,Hard,Brandon Nakashima,10,0.005
Hong Kong,Hard,Yanaki Milev,10,0.005
Hong Kong,Hard,Altug Celikbilek,10,0.005
Hong Kong,Hard,Alexander Bublik,10,0.005
Hong Kong,Hard,Boris Arias,10,0.005
Hong Kong,Hard,Pablo Llamas Ruiz,10,0.005
Hong Kong,Hard,Iliyan Radulov,10,0.005
Hong Kong,Hard,Ioannis Xilas,10,0.005
Hong Kong,Hard,Franco Roncadelli,9,0.0045
Hong Kong,Hard,Demetris Azoides,9,0.0045
Hong Kong,Hard,Zsombor Piros,9,0.0045
Hong Kong,Hard,Quentin Halys,9,0.0045
Hong Kong,Hard,Oliver Ojakaar,9,0.0045
Hong Kong,Hard,Paul Jubb,9,0.0045
Hong Kong,Hard,Timofey Skatov,8,0.004
Hong Kong,Hard,Roberto Bautista Agut,8,0.004
Hong Kong,Hard,Nuno Borges,8,0.004
Hong Kong,Hard,Matej Dodig,8,0.004
Hong Kong,Hard,Thomas Yaka Kofi Setodji,8,0.004
Hong Kong,Hard,Tomas Martin Etcheverry,8,0.004
Hong Kong,Hard,Rafael Nadal,8,0.004
Hong Kong,Hard,Alex Molcan,8,0.004
Hong Kong,Hard,Nam Hoang Ly,8,0.004
Hong Kong,Hard,Francisco Cerundolo,7,0.0035
Hong Kong,Hard,Stefanos Tsitsipas,7,0.0035
Hong Kong,Hard,Yoshihito Nishioka,7,0.0035
Hong Kong,Hard,Mohamed Safwat,7,0.0035
Hong Kong,Hard,Lorenzo Musetti,7,0.0035
Hong Kong,Hard,Jack Loutit,7,0.0035
Hong Kong,Hard,Niki Kaliyanda Poonacha,6,0.003
Hong Kong,Hard,Henrique Rocha,6,0.003
Hong Kong,Hard,Alex Knaff,6,0.003
Hong Kong,Hard,Alejandro Tabilo,6,0.003
Hong Kong,Hard,Tallon Griekspoor,6,0.003
Hong Kong,Hard,Andres Andrade,6,0.003
Hong Kong,Hard,Darian King,5,0.0025
Hong Kong,Hard,Milos Raonic,5,0.0025
Hong Kong,Hard,Giovanni Mpetshi Perricard,5,0.0025
Hong Kong,Hard,Dusan Lajovic,5,0.0025
Hong Kong,Hard,Thiago Monteiro,5,0.0025
Hong Kong,Hard,Reilly Opelka,5,0.0025
Hong Kong,Hard,Jan Lennard Struff,4,0.002
Hong Kong,Hard,Sebastian Baez,1,0.0005
Montpellier,Hard,Jannik Sinner,224,0.112
Montpellier,Hard,Grigor Dimitrov,49,0.0245
Montpellier,Hard,Alexei Popyrin,46,0.023
Montpellier,Hard,Alexander Zverev,39,0.0195
Montpellier,Hard,Ugo Humbert,36,0.018
Montpellier,Hard,Carlos Alcaraz,30,0.015
Montpellier,Hard,Karen Khachanov,29,0.0145
Montpellier,Hard,Taylor Fritz,27,0.0135
Montpellier,Hard,Holger Rune,26,0.013
Montpellier,Hard,Thomas Yaka Kofi Setodji,23,0.0115
Montpellier,Hard,Daniil Medvedev,23,0.0115
Montpellier,Hard,Jordan Thompson,22,0.011
Montpellier,Hard,Andrey Rublev,22,0.011
Montpellier,Hard,Jakub Mensik,22,0.011
Montpellier,Hard,Alex Michelsen,21,0.0105
Montpellier,Hard,Gael Monfils,21,0.0105
Montpellier,Hard,Alex De Minaur,21,0.0105
Montpellier,Hard,Zizou Bergs,21,0.0105
Montpellier,Hard,Viktor Durasovic,21,0.0105
Montpellier,Hard,Martin Damm,20,0.01
Montpellier,Hard,Beibit Zhukayev,19,0.0095
Montpellier,Hard,Pablo Carreno Busta,19,0.0095
Montpellier,Hard,Diego Duran,19,0.0095
Montpellier,Hard,Flavio Cobolli,19,0.0095
Montpellier,Hard,Ben Shelton,19,0.0095
Montpellier,Hard,Jack Draper,19,0.0095
Montpellier,Hard,David Goffin,19,0.0095
Montpellier,Hard,Tomas Machac,18,0.009
Montpellier,Hard,Jiri Lehecka,18,0.009
Montpellier,Hard,Cezar Cretu,18,0.009
Montpellier,Hard,Elmer Moller,18,0.009
Montpellier,Hard,Gabriel Diallo,17,0.0085
Montpellier,Hard,Oliver Ojakaar,17,0.0085
Montpellier,Hard,Alibek Kachmazov,17,0.0085
Montpellier,Hard,Novak Djokovic,17,0.0085
Montpellier,Hard,Altug Celikbilek,17,0.0085
Montpellier,Hard,Frances Tiafoe,17,0.0085
Montpellier,Hard,Stylianos Christodoulou,17,0.0085
Montpellier,Hard,Alexander Bublik,16,0.008
Montpellier,Hard,Iliyan Radulov,16,0.008
Montpellier,Hard,Alex Molcan,16,0.008
Montpellier,Hard,Mohamed Safwat,16,0.008
Montpellier,Hard,Jerome Kym,16,0.008
Montpellier,Hard,Lukas Pokorny,16,0.008
Montpellier,Hard,Hamad Medjedovic,16,0.008
Montpellier,Hard,Liova Ayite Ajavon,16,0.008
Montpellier,Hard,Juan Carlos Prado Angelo,15,0.0075
Montpellier,Hard,Henrique Rocha,15,0.0075
Montpellier,Hard,Learner Tien,14,0.007
Montpellier,Hard,Rafael Nadal,14,0.007
Montpellier,Hard,Gabi Adrian Boitan,14,0.007
Montpellier,Hard,Arthur Fils,14,0.007
Montpellier,Hard,Bu Yunchaokete,14,0.007
Montpellier,Hard,Alejandro Davidovich Fokina,14,0.007
Montpellier,Hard,Emil Ruusuvuori,14,0.007
Montpellier,Hard,Niki Kaliyanda Poonacha,14,0.007
Montpellier,Hard,Francisco Cerundolo,14,0.007
Montpellier,Hard,Alex Knaff,13,0.0065
Montpellier,Hard,Sebastian Korda,13,0.0065
Montpellier,Hard,Hubert Hurkacz,13,0.0065
Montpellier,Hard,Kei Nishikori,13,0.0065
Montpellier,Hard,Jack Loutit,13,0.0065
Montpellier,Hard,Yoshihito Nishioka,13,0.0065
Montpellier,Hard,Romain Arneodo,13,0.0065
Montpellier,Hard,Darian King,13,0.0065
Montpellier,Hard,Tommy Paul,12,0.006
Montpellier,Hard,Ioannis Xilas,12,0.006
Montpellier,Hard,Blaise Bicknell,12,0.006
Montpellier,Hard,Casper Ruud,12,0.006
Montpellier,Hard,Matej Dodig,11,0.0055
Montpellier,Hard,Timofey Skatov,11,0.0055
Montpellier,Hard,Remy Bertola,11,0.0055
Montpellier,Hard,Andres Andrade,11,0.0055
Montpellier,Hard,Boris Arias,11,0.0055
Montpellier,Hard,Demetris Azoides,11,0.0055
Montpellier,Hard,Marcelo Arevalo,11,0.0055
Montpellier,Hard,Tomas Martin Etcheverry,11,0.0055
Montpellier,Hard,Tallon Griekspoor,11,0.0055
Montpellier,Hard,Chris Rodesch,11,0.0055
Montpellier,Hard,Nerman Fatic,11,0.0055
Montpellier,Hard,Zsombor Piros,11,0.0055
Montpellier,Hard,Joao Fonseca,11,0.0055
Montpellier,Hard,Milos Raonic,11,0.0055
Montpellier,Hard,Brandon Nakashima,11,0.0055
Montpellier,Hard,Ricardas Berankis,11,0.0055
Montpellier,Hard,Billy Harris,11,0.0055
Montpellier,Hard,Marco Trungelliti,11,0.0055
Montpellier,Hard,Juncheng Shang,10,0.005
Montpellier,Hard,Gijs Brouwer,10,0.005
Montpellier,Hard,Aleksandre Bakshi,10,0.005
Montpellier,Hard,Hong Kit Jack Wong,10,0.005
Montpellier,Hard,Fitriadi M Rifqi,10,0.005
Montpellier,Hard,Michael Mmoh,10,0.005
Montpellier,Hard,Martyn Pawelski,10,0.005
Montpellier,Hard,Cameron Norrie,10,0.005
Montpellier,Hard,Marcos Giron,10,0.005
Montpellier,Hard,Gonzalo Escobar,10,0.005
Montpellier,Hard,Paul Jubb,9,0.0045
Montpellier,Hard,Roberto Bautista Agut,9,0.0045
Montpellier,Hard,Lukas Neumayer,9,0.0045
Montpellier,Hard,Denis Shapovalov,9,0.0045
Montpellier,Hard,Quentin Halys,9,0.0045
Montpellier,Hard,Pablo Llamas Ruiz,9,0.0045
Montpellier,Hard,Vasek Pospisil,9,0.0045
Montpellier,Hard,Stefanos Tsitsipas,9,0.0045
Montpellier,Hard,Nam Hoang Ly,9,0.0045
Montpellier,Hard,Franco Roncadelli,8,0.004
Montpellier,Hard,Hugo Nys,8,0.004
Montpellier,Hard,Nicolai Budkov Kjaer,8,0.004
Montpellier,Hard,Nuno Borges,7,0.0035
Montpellier,Hard,Matteo Arnaldi,7,0.0035
Montpellier,Hard,Thiago Agustin Tirante,7,0.0035
Montpellier,Hard,Facundo Bagnis,6,0.003
Montpellier,Hard,Yanaki Milev,6,0.003
Montpellier,Hard,Giovanni Mpetshi Perricard,6,0.003
Montpellier,Hard,Roberto Carballes Baena,6,0.003
Montpellier,Hard,Lucas Miedler,6,0.003
Montpellier,Hard,Reilly Opelka,6,0.003
Montpellier,Hard,Coleman Wong,6,0.003
Montpellier,Hard,Lorenzo Musetti,5,0.0025
Montpellier,Hard,Benedict Badza,5,0.0025
Montpellier,Hard,Dusan Lajovic,4,0.002
Montpellier,Hard,Felix Auger Aliassime,4,0.002
Montpellier,Hard,Matteo Berrettini,4,0.002
Montpellier,Hard,Thiago Monteiro,3,0.0015
Montpellier,Hard,Alejandro Tabilo,3,0.0015
Montpellier,Hard,Sebastian Baez,2,0.001
Montpellier,Hard,Jan Lennard Struff,1,0.0005
United Cup,Hard,Jannik Sinner,208,0.104
United Cup,Hard,Grigor Dimitrov,48,0.024
United Cup,Hard,Holger Rune,37,0.0185
United Cup,Hard,Daniil Medvedev,37,0.0185
United Cup,Hard,Carlos Alcaraz,36,0.018
United Cup,Hard,Alexander Zverev,33,0.0165
United Cup,Hard,Alex De Minaur,29,0.0145
United Cup,Hard,Ugo Humbert,28,0.014
United Cup,Hard,Alexei Popyrin,28,0.014
United Cup,Hard,Alex Michelsen,28,0.014
United Cup,Hard,Karen Khachanov,26,0.013
United Cup,Hard,Jack Draper,25,0.0125
United Cup,Hard,Taylor Fritz,25,0.0125
United Cup,Hard,Jiri Lehecka,25,0.0125
United Cup,Hard,Jordan Thompson,24,0.012
United Cup,Hard,Andrey Rublev,22,0.011
United Cup,Hard,Ricardas Berankis,22,0.011
United Cup,Hard,Joao Fonseca,22,0.011
United Cup,Hard,David Goffin,22,0.011
United Cup,Hard,Tommy Paul,22,0.011
United Cup,Hard,Frances Tiafoe,21,0.0105
United Cup,Hard,Benedict Badza,21,0.0105
United Cup,Hard,Tomas Machac,21,0.0105
United Cup,Hard,Alibek Kachmazov,19,0.0095
United Cup,Hard,Nam Hoang Ly,19,0.0095
United Cup,Hard,Alejandro Davidovich Fokina,19,0.0095
United Cup,Hard,Henrique Rocha,19,0.0095
United Cup,Hard,Matej Dodig,18,0.009
United Cup,Hard,Zizou Bergs,18,0.009
United Cup,Hard,Aleksandre Bakshi,18,0.009
United Cup,Hard,Gijs Brouwer,18,0.009
United Cup,Hard,Martyn Pawelski,17,0.0085
United Cup,Hard,Novak Djokovic,17,0.0085
United Cup,Hard,Lucas Miedler,17,0.0085
United Cup,Hard,Alex Molcan,17,0.0085
United Cup,Hard,Pablo Carreno Busta,16,0.008
United Cup,Hard,Alex Knaff,16,0.008
United Cup,Hard,Sebastian Korda,16,0.008
United Cup,Hard,Kei Nishikori,16,0.008
United Cup,Hard,Flavio Cobolli,16,0.008
United Cup,Hard,Marcelo Arevalo,15,0.0075
United Cup,Hard,Gabriel Diallo,15,0.0075
United Cup,Hard,Bu Yunchaokete,15,0.0075
United Cup,Hard,Matteo Arnaldi,15,0.0075
United Cup,Hard,Paul Jubb,15,0.0075
United Cup,Hard,Jakub Mensik,15,0.0075
United Cup,Hard,Ben Shelton,14,0.007
United Cup,Hard,Beibit Zhukayev,14,0.007
United Cup,Hard,Michael Mmoh,14,0.007
United Cup,Hard,Alexander Bublik,14,0.007
United Cup,Hard,Nerman Fatic,14,0.007
United Cup,Hard,Thomas Yaka Kofi Setodji,14,0.007
United Cup,Hard,Gonzalo Escobar,14,0.007
United Cup,Hard,Darian King,14,0.007
United Cup,Hard,Emil Ruusuvuori,13,0.0065
United Cup,Hard,Marco Trungelliti,13,0.0065
United Cup,Hard,Oliver Ojakaar,13,0.0065
United Cup,Hard,Gael Monfils,13,0.0065
United Cup,Hard,Roberto Bautista Agut,13,0.0065
United Cup,Hard,Altug Celikbilek,13,0.0065
United Cup,Hard,Diego Duran,13,0.0065
United Cup,Hard,Roberto Carballes Baena,13,0.0065
United Cup,Hard,Hamad Medjedovic,13,0.0065
United Cup,Hard,Yanaki Milev,12,0.006
United Cup,Hard,Demetris Azoides,12,0.006
United Cup,Hard,Thiago Agustin Tirante,12,0.006
United Cup,Hard,Stefanos Tsitsipas,12,0.006
United Cup,Hard,Rafael Nadal,12,0.006
United Cup,Hard,Brandon Nakashima,12,0.006
United Cup,Hard,Vasek Pospisil,12,0.006
United Cup,Hard,Gabi Adrian Boitan,12,0.006
United Cup,Hard,Nicolai Budkov Kjaer,12,0.006
United Cup,Hard,Ioannis Xilas,12,0.006
United Cup,Hard,Blaise Bicknell,12,0.006
United Cup,Hard,Jack Loutit,12,0.006
United Cup,Hard,Yoshihito Nishioka,12,0.006
United Cup,Hard,Fitriadi M Rifqi,11,0.0055
United Cup,Hard,Cameron Norrie,11,0.0055
United Cup,Hard,Franco Roncadelli,11,0.0055
United Cup,Hard,Andres Andrade,11,0.0055
United Cup,Hard,Denis Shapovalov,11,0.0055
United Cup,Hard,Milos Raonic,11,0.0055
United Cup,Hard,Casper Ruud,11,0.0055
United Cup,Hard,Cezar Cretu,11,0.0055
United Cup,Hard,Hong Kit Jack Wong,11,0.0055
United Cup,Hard,Pablo Llamas Ruiz,11,0.0055
United Cup,Hard,Iliyan Radulov,11,0.0055
United Cup,Hard,Tomas Martin Etcheverry,10,0.005
United Cup,Hard,Thiago Monteiro,10,0.005
United Cup,Hard,Elmer Moller,10,0.005
United Cup,Hard,Learner Tien,10,0.005
United Cup,Hard,Nuno Borges,10,0.005
United Cup,Hard,Hubert Hurkacz,10,0.005
United Cup,Hard,Reilly Opelka,10,0.005
United Cup,Hard,Boris Arias,9,0.0045
United Cup,Hard,Zsombor Piros,9,0.0045
United Cup,Hard,Viktor Durasovic,9,0.0045
United Cup,Hard,Hugo Nys,9,0.0045
United Cup,Hard,Stylianos Christodoulou,9,0.0045
United Cup,Hard,Lukas Neumayer,9,0.0045
United Cup,Hard,Marcos Giron,9,0.0045
United Cup,Hard,Jerome Kym,9,0.0045
United Cup,Hard,Juncheng Shang,9,0.0045
United Cup,Hard,Mohamed Safwat,8,0.004
United Cup,Hard,Romain Arneodo,8,0.004
United Cup,Hard,Chris Rodesch,8,0.004
United Cup,Hard,Arthur Fils,8,0.004
United Cup,Hard,Remy Bertola,8,0.004
United Cup,Hard,Dusan Lajovic,8,0.004
United Cup,Hard,Francisco Cerundolo,7,0.0035
United Cup,Hard,Martin Damm,7,0.0035
United Cup,Hard,Quentin Halys,7,0.0035
United Cup,Hard,Coleman Wong,7,0.0035
United Cup,Hard,Billy Harris,7,0.0035
United Cup,Hard,Niki Kaliyanda Poonacha,7,0.0035
United Cup,Hard,Timofey Skatov,6,0.003
United Cup,Hard,Juan Carlos Prado Angelo,6,0.003
United Cup,Hard,Tallon Griekspoor,5,0.0025
United Cup,Hard,Liova Ayite Ajavon,5,0.0025
United Cup,Hard,Lukas Pokorny,5,0.0025
United Cup,Hard,Matteo Berrettini,5,0.0025
United Cup,Hard,Facundo Bagnis,5,0.0025
United Cup,Hard,Alejandro Tabilo,4,0.002
United Cup,Hard,Felix Auger Aliassime,4,0.002
United Cup,Hard,Giovanni Mpetshi Perricard,4,0.002
United Cup,Hard,Sebastian Baez,3,0.0015
United Cup,Hard,Jan Lennard Struff,3,0.0015
United Cup,Hard,Lorenzo Musetti,2,0.001
